Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,text.stopped,text_7.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,est21,120,0.1,None,0,20,20,20,,,,,,,,,,,,,,,,,,,202.19910810003057,202.19910810003057,202.19910810003057,202.19910810003057,['space'],[8.562836099998094],211.96759910008404,211.96759910008404,211.96759910008404,211.96759910008404,211.96759910008404,211.96759910008404,space,0.28592870000284165,None,0.03230489999987185,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est22,120,0.0,None,0,21,21,21,,,,,,,,,,,,,,,,,,,212.32699920004234,212.32699920004234,212.32699920004234,212.32699920004234,['space'],[0.3819482000544667],212.9299439000897,212.9299439000897,212.9299439000897,212.9299439000897,212.9299439000897,212.9299439000897,space,0.9469518000259995,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est23,30,0.0,None,0,22,22,22,,,,,,,,,,,,,,,,,,,213.93682470009662,213.93682470009662,213.93682470009662,213.93682470009662,['space'],[0.2649589000502601],214.4971952000633,214.4971952000633,214.4971952000633,214.4971952000633,214.4971952000633,214.4971952000633,space,0.7666138999629766,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est24,105,0.1,None,0,23,23,23,,,,,,,,,,,,,,,,,,,215.3036518000299,215.3036518000299,215.3036518000299,215.3036518000299,['space'],[0.24197380000259727],219.898789400002,219.898789400002,219.898789400002,219.898789400002,219.898789400002,219.898789400002,space,1.1155101999174803,None,4.123834599973634,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est25,30,0.1,None,0,24,24,24,,,,,,,,,,,,,,,,,,,221.10855780006386,221.10855780006386,221.10855780006386,221.10855780006386,['space'],[0.4803381999954581],221.8200574000366,221.8200574000366,221.8200574000366,221.8200574000366,221.8200574000366,221.8200574000366,space,2.8638001000508666,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est26,60,0.0,None,0,25,25,25,,,,,,,,,,,,,,,,,,,224.77125790005084,224.77125790005084,224.77125790005084,224.77125790005084,['space'],[0.2892204000381753],225.30867310008034,225.30867310008034,225.30867310008034,225.30867310008034,225.30867310008034,225.30867310008034,space,0.8190442000050098,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est27,105,0.1,None,0,26,26,26,,,,,,,,,,,,,,,,,,,226.1568578000879,226.1568578000879,226.1568578000879,226.1568578000879,['space'],[0.3647965000709519],230.7613985000644,230.7613985000644,230.7613985000644,230.7613985000644,230.7613985000644,230.7613985000644,space,1.0467005000682548,None,0.09327479999046773,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est28,60,0.1,None,0,27,27,27,,,,,,,,,,,,,,,,,,,231.85731170000508,231.85731170000508,231.85731170000508,231.85731170000508,['space'],[0.47508980007842183],234.80683590006083,234.80683590006083,234.80683590006083,234.80683590006083,234.80683590006083,234.80683590006083,space,0.4011574999894947,None,0.057519299909472466,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est29,120,0.0,None,0,28,28,28,,,,,,,,,,,,,,,,,,,235.2974279000191,235.2974279000191,235.2974279000191,235.2974279000191,['space'],[2.9498008000664413],238.53024310001638,238.53024310001638,238.53024310001638,238.53024310001638,238.53024310001638,238.53024310001638,space,1.7017904000822455,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est30,30,0.0,None,0,29,29,29,,,,,,,,,,,,,,,,,,,240.26919580006506,240.26919580006506,240.26919580006506,240.26919580006506,['space'],[0.5631095999851823],241.11442100000568,241.11442100000568,241.11442100000568,241.11442100000568,241.11442100000568,241.11442100000568,space,0.8283718000166118,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est31,60,0.0,None,0,30,30,30,,,,,,,,,,,,,,,,,,,241.98227640008554,241.98227640008554,241.98227640008554,241.98227640008554,['space'],[0.4699330000439659],242.69640300003812,242.69640300003812,242.69640300003812,242.69640300003812,242.69640300003812,242.69640300003812,space,0.8837415999732912,None,,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
1,est32,30,0.1,None,0,31,31,31,,,,,,,,,,,,,,,,,,,243.5983240000205,243.5983240000205,243.5983240000205,243.5983240000205,['space'],[0.4604071999201551],249.48279390006792,249.48279390006792,249.48279390006792,249.48279390006792,249.48279390006792,249.48279390006792,space,0.7462900999234989,None,0.12283980008214712,933865,001,2023-10-19_17h50.25.278,Main,2022.2.5,60.024550046222814,
,,,,,,,,,,,,,,,,,250.31956119998358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
